Lengua,Estado,Municipio,Localidad,HLI,Hombres,Mujeres,Latitud ,Longitud
Chol,Chiapas,Palenque,Antioquía,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Arimatea,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Arroyo Belén,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Arroyo Jerusalén,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Augusto Gómez Villanueva,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Babilonia,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Babilonia 1ra. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Babilonia 3ra. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Bajadas Grandes,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Belisario Domínguez Norte 2da. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Berea,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Bitalo,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Boca de Chancala,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Brillante Buenavista,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Calatraba,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Camino Real,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Chacamax,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Chancala Río Seco,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Chancala Zapote,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Chocoljaíto,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Ciudad Agraria,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Crucero Chancala,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Cuauhtémoc Cárdenas,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Doctor Samuel León Brindis,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Dos de Junio,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Bajío Dos,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Bascán 2da. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Buen Pastor,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Chinal,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Clarín,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Clavo,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Desierto,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Edén,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Espejo,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Lacandón,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Mirador,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Naranjo,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Nopal,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Palmar 1ra. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Pedregal,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Porvenir,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Potrillo,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Progreso,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Recuerdo,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Rosario,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Sacrificio,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Sinaí,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Sur de California,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,El Tenampa,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Emilio Hernández,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Emilio Rabasa,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Escuintla,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Estación Chacamax,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Estación San Agustín (La Placa),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Estrella de Belén,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Francisco Villa,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Galileo,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,General Emiliano Zapata del Valle,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Graciano Sánchez,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Guadalupe,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Guadalupe López Pérez,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Hermenegildo Galeana,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Ignacio,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Jericó 2da. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,José María Morelos y Pavón,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Juan Sabines Guerrero,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La América,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Asunción,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Aurora,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Calandria,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Caoba,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Cascada,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Ceiba,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Ensenada Chutalijá,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Escondida,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Esperanza,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Estrella,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Flor de Chiapas,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Gloria,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Guadalupe (El Bajío 2da. Sección),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Hacienda,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Loma,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Ponderosa,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Primavera,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Provincia,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,La Reforma de Ocampo,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Laguna Emiliano Zapata,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Las Delicias,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Las Delicias 2da. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Las Palmas,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Las Ruinas,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Lázaro Cárdenas,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Licenciado Gustavo Díaz Ordaz,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Licenciado José Castillo Tielmans,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Lindavista (Chiniquija),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Los Arbolitos,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Los Gómez,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Los Olvidados,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Margarita Maza de Juárez,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Maya Bell,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Miguel Hidalgo,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Miguel Hidalgo (Estación Lacandón),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Monte de Sión,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Monte Quemado,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Netzahualcóyotl,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Ninguno,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nueva Betania,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nueva Central,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nueva Esperanza,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nueva Esperanza 1ra. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nueva Esperanza Progresista,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nueva Galilea,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nueva Independencia,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nuevo Egipto,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nuevo Jalapa,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nuevo Jalisco Osumacinta,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nuevo Jericó,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nuevo Mérida 2da. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nuevo México,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nuevo Palenque,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nuevo Paraíso,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nuevo Plan de Ayala,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nuevo Retiro,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nuevo Samaritano,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nuevo San Joaquín,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nuevo Sonora,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nuevo Suclumpá,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nuevo Yajalón,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Nututén,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Once de Julio,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Once de Julio 2da. Sección (Macedonia),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Palenque,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Piñal,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Poblado la Unión,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Poblado Nuevo Arroyo,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Portaceli,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Pueblo Nuevo,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Pueblo Nuevo Usumacinta,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Puyipa,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Raymundo Enríquez,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Reforma Agraria (Chiniquija),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Ricardo Flores Magón,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Río Chancalá,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Río Osumacinta,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Salustino Zenteno,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San Agustín,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San Ángel,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San Antonio,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San Felipe,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San Francisco,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San Francisco Chancala,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San Francisco Palenque,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San José,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San José (La Hulera),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San José (Osumacinta),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San José Chancal,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San José del Carmen (El Bascancito),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San Juan Chancalaíto,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San Juan Chocolja,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San Lorenzo (Chocoljá),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San Luis,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San Manuel,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San Martín Chamizal,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San Mateo,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San Mateo,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San Miguel Arimatea,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San Pedro,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,San Simión,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Santa Cruz,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Santa Eloísa,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Santa Isabel,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Santa Juanita,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Santa María 2da. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Santa Rosa,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Saturnino Ríos,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Tomás Garrido Canabal,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Toniná,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Tzeltal Mukul-Já,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Úrsulo Galván,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Venustiano Carranza,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Victoria Campesina II,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Victórico Grajales,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Vistahermosa,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Palenque,Xoncoquil,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,12 de Octubre,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,20 de Noviembre,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Alegría,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Andrés Quintana Roo,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Asunción Huitiupan,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Atoyac Naylum,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Bashija,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Benito Juárez,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Boca de Chulum,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Buenavista,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Campamento el Mirador,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Cerro Blanco,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Cerro de Nava,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Chejopa,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Chilintiel de Juárez,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Corozil,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Cristóbal Colón,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Doctor Manuel Velasco Suárez,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,El Bebedero,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,El Calvario,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,El Capuyil,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,El Paraíso,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,El Primor,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,El Vergel,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Emiliano Zapata,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Flor de Guacamaya,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Francisco Villa,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,General Castellanos Domínguez,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Jesés Carranza,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Las Adelitas,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Las Palmas Santa Catarina,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Lázaro Cárdenas del Río,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Limajol,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Los Juárez (Naranjal),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Los Mangos,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Los Martínez,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Los Naranjos,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Majastic,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Moyos,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Nuevo Jerusalén,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Nuevo México,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Nuevo Monterrey,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Nuevo Poblado Sakija,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Pasija de Morelos 1ra. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Planada de Zaragoza,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Quioich,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Sabanilla,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Santa Anita,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Shushupá,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Unión Hidalgo (El Chorro),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Unión Juárez,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Sabanilla,Villaflores,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Ach'Lum Maya,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Actiepa Yochib,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Adolfo Ruiz Cortínes,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Agua Blanca,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Agua Clara,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Agua Verde,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Agua Viva,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,América Libre,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Amuypa Chico,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Arroyo Agua Azul (Miraflores),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Arroyo el Encanto 1ra. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Arroyo el Encanto 2da. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Arroyo Palenque,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Baltimore,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Belisario Domínguez,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Benito Juárez,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Benito Juárez,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Buenavista,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Cacateel,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,California Chico,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Campanario Chico,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Cenobio Aguilar (La Trinidad),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Cerro Norte Don Juan,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Chapayal,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Chivalito 1ra. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Chivalito 2da. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Chivalito 3ra. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Chivaltic Nuevo,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Chivaltic Viejo,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Chuchuclumil,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Cristobal Colón (Miguel Hidalgo),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Cuatro Caminos,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Delicias las Flores 2da. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Doctor Manuel Velasco Suárez (Providencia),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Dos Arbolitos,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Dos Ríos,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Egipto,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Azufre,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Barrio (Sauza),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Bascán (Lucha Bascán),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Cafetal,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Carmen,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Conejo,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Corozo (El Bajo Grande),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Danubio,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Diamante,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Faro,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Faro Jushil,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Gran Chaparral,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Guanalito,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El León,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Milagro,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Naranjito,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Naranjo,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Palmar 1ra. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Palmar 2da. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Palmar 3ra. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Paraíso,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Paraíso,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Pedregal,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Progreso,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Retiro,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Rincón,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Rubí Tulija,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Toro,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Tortuguero 1ra. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Tortuguero 2da. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Trébol (El Retiro),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Tulija (El Puente Tulija),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Zacatal,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,El Zapote 1ra. Sección,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Emiliano Zapata,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Emiliano Zapata (La Preciosa),as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Esperanza,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Estrella de Belén,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Fracción Brasil,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Fracción Encanto,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Francisco I. Madero,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Francisco Villa,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Gabino Barrera,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Generación Noventa y Cinco,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Guadalupe,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Huanal,as,as,as,sin datos ,sin datos 
Chol,Chiapas,Salto de Agua,Ignacio Allende,as,as,as,sin datos ,sin datos 
