Lengua,Estado,Municipio,Localidad,HLI,Hombres,Mujeres,Latitud ,Longitud
tsotsil,Chiapas,Amatán,San José Buenavista,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Amatán,San José Puyacatengo,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Amatán,San Lorenzo,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Amatán,San Sebastián,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Amatán,Santa Cruz,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Amatán,Santa Cruz el Azufre,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Amatán,Sonora,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Amatán,Valentín de la Sierra,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,Amendu,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,Benito Juárez,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,Benito Quezada,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,Berriozábal,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,El Jocotón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,El Vergel de Tonance*,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,Ignacio Zaragoza,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,Joaquín Miguel Gutiérrez,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,La Libertad,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,Las Camelias,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,Las Cumbres del Tepeyac*,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,Las Maravillas,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,Nuevo Chacacal,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,Nuevo Montecristo,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,Nuevo Poblado San Isidro (Ovejería),as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,Nuevo Progreso,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,San Carlos*,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,San Jeronimo (Solidaridad),as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,Santa Inés Bellavista,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,Tierra y Libertad,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,Tú y las Nubes*,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,Unión Hidalgo,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Berriozabal,Vistahermosa,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Ajiló,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Allende Esquipulas,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Andulio Gálvez (Santo Domingo),as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Bochil,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,El Amate,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,El Cerro,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,El Chuchis,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,El Copal,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,El Palmar,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,El Palmarcito,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Garrido Canaval (Chavarría),as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Hierbabuena el Naranjo,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,La Bombilla,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,La Libertad,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,La Naranja,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,La Yerbabuena,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Las Lagunas (Laguna Grande),as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Llano Grande,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Luis Espinoza,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Monte Chico,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Monte Grande,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Ního,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Palma Real,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Pocito Caulote,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Pomiló,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,San Antonio la Pitahaya,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,San José Mujular,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,San Pedro el Achiote (San Pedro Mártir),as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,San Vicente,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Santa Cruz Niho,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Shashalpa,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Sitetic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Tierra Colorada,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Venustiano Carranza,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Bochil,Yerbabuena Isbontick,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Abanchén,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Balunaco,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Bololchojón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Canalumtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Canech,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Canteal,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Ch'enmut,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Chakteal,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Chalchihuitán,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Chiquinshulum,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Chitik,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Cruztón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Emiliano Zapata,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Jolcantetic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Jolik'alum,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Jolitontic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Jolomtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Jolsostetic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Joltealal,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Joveltic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Lobolaltic (Tojtic),as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Mashilo,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,N'amtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Napitz,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Pacanam,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Pacanam Viejo,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Patchentic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Patkanteal,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Pom,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Saclum,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Shishimtontic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Sisim,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Tosho,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Tz'Ak,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Tzacucum,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Tzalumcuctic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Tzomoltón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chalchihuitán,Tzununil,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Agil,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Arvenza Dos,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Arvenza Uno,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Bachén,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Bahosil,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Bahukum,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Banabolob,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Banoctic (Noctic),as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Batojtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Bautista Chico,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Bautista Grande,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Bechijtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Botameste,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Botatulán,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Callejón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Catishtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Ch'ultic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Chamula,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Chicumtantic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Chicviltenal,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Chilimjoveltic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Chimtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Chiotic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Corralito,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Cruz Chot245*,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Cruz Obispo,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Cruz Quemada,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Cruztón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Cuchulumtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,El Crucero,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,El Pozo,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Epalchén,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Icalumtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Ichilho,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Ichintón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Jeshbotic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Jolbón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Jolnajojtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Jolpajaltón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Joltzemén,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Jomalho,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Jontealhó*,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Jtzav,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Kotolte,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,La Ventana,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Laguna Petej,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Las Minas,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Las Ollas,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Lomho,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Los Ranchos,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Macbilotic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Macvilho,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Majomut,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Manzanatic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Milpoleta,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Monte Bonito,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Muquén,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Nachauc,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Narváez,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Naxic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Nenhuitz,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Nichén,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Nichnamtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Pajaltón Alto,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Pajaltón Bajo,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Patbón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Pathuitz,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Patyalemtón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Pilalchén,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Pozuelos,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Pugchén Chico,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Pugchén Mumuntic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Rasién,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Romerillo,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Saclamantón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Saclamantón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Sactzu,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Santa Ana,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Seteltón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Shucutón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Tentic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Tikomón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Tojtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Tres Cruces,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Tzajalchén,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Tzajaltetic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Tzajalum,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Tzalatom,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Tzojlum (Tierra Colorada),as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Tzontehuitz,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Tzotomtetic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Ukumtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Va'alch'en,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Yaalhichín,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Yaaltz'unun,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Yakampot (Yokpot),as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Yalchitom,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Yaltem,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Yalvanté,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Yitic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Yolón Jol Chumtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Yolonan,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Yolonchén,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Yolonhuitz,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Yut Osil Dos,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Yut Osil Uno,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Yutbash,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Yutniotic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chamula,Yutosil Tres,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Acteal,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Ajtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Atzamilho,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Bachén de Poconichim,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Bajoveltic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Bajxulum,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Bashequén,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Belisario Domínguez,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Benito Juárez,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Beumpale,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Campo los Toros,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Canolal,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Canvinic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Caridad San Antonio,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Carmelita Atzam,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Chen Hoc,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Chenalhó,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Chimix Dos,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Chimix Primera,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Chimix Quinta,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Chimtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Chixiltón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Chojolhó,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Chuchtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Cruztón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,El Tzac,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Ikalum,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Jemeltic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Jolxic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,K'anteal,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Kexalhukum,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,La Esperanza,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,La Libertad,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,La Merced,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Las Delicias,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Las Limas,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Las Palmas,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Lindavista,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Loom,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Macushtetic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Majomut,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Majumchón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Majumpepen,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Miguel Utrilla (Los Chorros),as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Naranjatic Alto,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Naranjatic Bajo,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Natividad,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Nijoj,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Pajaltoj,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Patcruz,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Payamchit,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Pechiquil,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Puebla,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Queshtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Sac Lum,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Santa Martha,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Shunuch,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Takilukum,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Takiukum,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Tepeyac,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Tichén,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Tierras Agrarias,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Titojtic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Torostic,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Tzabalhó463*,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Tzajalchén,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Tzajalhucum,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Tzanembolom,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Yabteclum (Pueblo Viejo),as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Yabteclum Fracción Dos,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Yabteclum Fracción Tres,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Yabteclum Fracción Uno,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Yaxalumil,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Yaxgemel Unión,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Yibeljoj,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Yochom,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Yocventana,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Yolonchén,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Yolontzuy,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,Chenalhó,Yut-Uk'um,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,Altagracia,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,Argentina,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,Buenavista,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,Carmen Guayabal,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,Carmen Guayabal Dos,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,Chichaltic el Limón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,Corazón de María,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,El Bosque,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,El Carrizal,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,El Jardín,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,El Mangal,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,El Mojón,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,El Naranjal,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,El Palmar,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,El Pedregal,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,El Remolino,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,El Vergel Dos,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,Florencia,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,La Esperanza,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,La Gloria Chikinchén,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,La Trinidad,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,Las Amapolas,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,Los Ángeles,as,as,as,sin datos ,sin datos 
tsotsil,Chiapas,El Bosque,Mercedes la Ilusión,as,as,as,sin datos ,sin datos 
