Lengua,Estado,Municipio,Localidad,HLI,Hombres,Mujeres,Latitud ,Longitud,Loc
otomí,Hidalgo,Nicolás Flores,el cobre,,,,,,El Cobre
otomí,Hidalgo,Nicolás Flores,el cobre,,,,,,El Cobre
otomí,Hidalgo,San Bartolo Tutotepec,el cojolite,,,,,,El Cojolite
otomí,Hidalgo,San Bartolo Tutotepec,el cojolite,,,,,,El Cojolite
otomí,Veracruz De Ignacio De La Llave,Zacualpan,el cojolite,,,,,,El Cojolite
otomí,Hidalgo,San Salvador,el colorado,,,,,,El Colorado
otomí,Hidalgo,Santiago Anaya,el contza,,,,,,El Contza
otomí,Hidalgo,San Bartolo Tutotepec,el copal,,,,,,El Copal
otomí,Hidalgo,San Bartolo Tutotepec,el copal,,,,,,El Copal
otomí,Veracruz De Ignacio De La Llave,Tihuatlán,el copal,,,,,,El Copal
otomí,México,Zinacantepec,el coporo,,,,,,El Cóporo
otomí,Hidalgo,Chapulhuacán,el coyol,,,,,,El Coyol
otomí,Veracruz De Ignacio De La Llave,Tlachichilco,el coyol encinal,,,,,,El Coyol Encinal
otomí,Veracruz De Ignacio De La Llave,Texcatepec,el coyol,,,,,,El Coyol*
otomí,Querétaro Arteaga,Amealco de Bonfil,el coyote,,,,,,El Coyote
otomí,Hidalgo,San Bartolo Tutotepec,el coyul,,,,,,El Coyul
otomí,Hidalgo,San Bartolo Tutotepec,el coyul,,,,,,El Coyul
otomí,Hidalgo,Tecozautla,el crucero,,,,,,El Crucero
otomí,Hidalgo,Cardonal,el cuartel,,,,,,El Cuartel
otomí,Hidalgo,Zimapan,el cuarto,,,,,,El Cuarto
otomí,Veracruz De Ignacio De La Llave,Zontecomatlán de López y Fuentes,el cuayo,,,,,,El Cuayo
otomí,Hidalgo,Cardonal,el cubo,,,,,,El Cubo
otomí,Puebla,Tlaxco,el cucharal,,,,,,El Cucharal
otomí,Veracruz De Ignacio De La Llave,Huayacocotla,el cupil,,,,,,El Cupil
otomí,México,Zinacantepec,el curtidor,,,,,,El Curtidor
otomí,Hidalgo,Alfajayucan,el dadho,,,,,,El Dadhó
otomí,Hidalgo,Chilcuautla,el dadho,,,,,,El Dadhó
otomí,Hidalgo,Tenango de Doria,el damo,,,,,,El Damo
otomí,Hidalgo,Actopan,el daxtha,,,,,,El Daxtha
otomí,Hidalgo,Cardonal,el deca,,,,,,El Deca
otomí,Hidalgo,Chilcuautla,el deca,,,,,,El Deca
otomí,Hidalgo,Ixmiquilpan,el deca,,,,,,El Deca
otomí,Hidalgo,Alfajayucan,el deca tezoquipan,,,,,,El Deca Tezoquipan
otomí,Hidalgo,Zimapan,el dedho,,,,,,El Dedhó
otomí,Hidalgo,Ixmiquilpan,el defay,,,,,,El Defay
otomí,Veracruz De Ignacio De La Llave,Zacualpan,el demantza,,,,,,El Demantza
otomí,Hidalgo,Huehuetla,el denxe,,,,,,El Denxe
otomí,Hidalgo,San Bartolo Tutotepec,el denxe,,,,,,El Denxe
otomí,Hidalgo,San Bartolo Tutotepec,el denxe,,,,,,El Denxe
otomí,Hidalgo,Tenango de Doria,el dequeña,,,,,,El Dequeña
otomí,Michoacán De Ocampo,Zitácuaro,el derrumbadero,,,,,,El Derrumbadero
otomí,Hidalgo,Huehuetla,el descansadero,,,,,,El Descansadero
otomí,Hidalgo,Tenango de Doria,el desdavi,,,,,,El Desdavi
otomí,Hidalgo,Tenango de Doria,el despi,,,,,,El Despi
otomí,Hidalgo,Pacula,el devisadero,,,,,,El Devisadero
otomí,Querétaro Arteaga,Cadereyta de Montes,el devisadero,,,,,,El Devisadero
otomí,Hidalgo,Tenango de Doria,el dexhuada,,,,,,El Dexhuadá
otomí,Hidalgo,Ixmiquilpan,el dexthi alberto,,,,,,El Dexthi Alberto
otomí,Hidalgo,Ixmiquilpan,el dexthi san juanico,,,,,,El Dexthi San Juanico
otomí,Hidalgo,Huehuetla,el dextho,,,,,,El Dextho
otomí,Hidalgo,Ixmiquilpan,el dextho,,,,,,El Dextho
otomí,Hidalgo,Huichapan,el dextho,,,,,,El Dextho*
otomí,Hidalgo,Ixmiquilpan,el dezha,,,,,,El Dezha
otomí,Hidalgo,Progreso de Obregón,el dho,,,,,,El Dho
otomí,Querétaro Arteaga,Cadereyta de Montes,el divino pastor,,,,,,El Divino Pastor
otomí,Querétaro Arteaga,Cadereyta de Montes,el doctor,,,,,,El Doctor
otomí,Hidalgo,San Bartolo Tutotepec,el donimo,,,,,,El Donimo
otomí,Hidalgo,San Bartolo Tutotepec,el donimo,,,,,,El Donimo
otomí,Hidalgo,Chilcuautla,el dontzhi (colonia alamos),,,,,,El Dontzhí (Colonia Álamos)
otomí,Hidalgo,Tecozautla,el doranhi,,,,,,El Doranhi
otomí,Veracruz De Ignacio De La Llave,Huayacocotla,el dota,,,,,,El Dota
otomí,Hidalgo,Nicolás Flores,el dothu,,,,,,El Dothu
otomí,Hidalgo,Nicolás Flores,el dothu,,,,,,El Dothu
otomí,Hidalgo,Alfajayucan,el doydhe,,,,,,El Doydhe
otomí,Hidalgo,Cuautepec de Hinojosa,el durazno,,,,,,El Durazno
otomí,Hidalgo,Ixmiquilpan,el durazno,,,,,,El Durazno
otomí,Hidalgo,Tasquillo,el durazno,,,,,,El Durazno
otomí,Hidalgo,San Salvador,el durazno (el durazno de flores magon),,,,,,El Durazno (El Durazno de Flores Magón)
otomí,Hidalgo,Huehuetla,el encinal,,,,,,El Encinal
otomí,Hidalgo,San Bartolo Tutotepec,el encinal,,,,,,El Encinal
otomí,Hidalgo,San Bartolo Tutotepec,el encinal,,,,,,El Encinal
otomí,Puebla,Venustiano Carranza,el encinal,,,,,,El Encinal
otomí,Veracruz De Ignacio De La Llave,Tlachichilco,el encinal primero,,,,,,El Encinal Primero
otomí,Querétaro Arteaga,Tolimán,el encinal,,,,,,El Encinal*
otomí,Hidalgo,Santiago Anaya,el encino,,,,,,El Encino
otomí,Hidalgo,Nicolás Flores,el encinote,,,,,,El Encinote
otomí,Hidalgo,Nicolás Flores,el encinote,,,,,,El Encinote
otomí,Hidalgo,Tasquillo,el epazote,,,,,,El Epazote
otomí,México,Acambay de Ruíz Castañeda,el ermitaño,,,,,,El Ermitaño
otomí,México,Nicolás Romero,el esclavo,,,,,,El Esclavo
otomí,Hidalgo,Metztitlán,el escobal,,,,,,El Escobal
otomí,México,Huixquilucan,el escobal,,,,,,El Escobal
otomí,Guanajuato,San Miguel de Allende,el espejo,,,,,,El Espejo
otomí,Puebla,Pantepec,el espejo,,,,,,El Espejo
otomí,Hidalgo,Ixmiquilpan,el espino,,,,,,El Espino
otomí,México,Lerma,el espino peralta,,,,,,El Espino Peralta
otomí,México,Lerma,el espino3,,,,,,El Espino3*
otomí,Hidalgo,Alfajayucan,el espiritu,,,,,,El Espíritu
otomí,Hidalgo,Ixmiquilpan,el espiritu,,,,,,El Espíritu
otomí,Puebla,Pantepec,el estero,,,,,,El Estero*
otomí,Hidalgo,Cardonal,el estribero,,,,,,El Estribero*
otomí,Veracruz De Ignacio De La Llave,Texcatepec,el f,,,,,,El F
otomí,Hidalgo,Ixmiquilpan,el fitzi,,,,,,El Fitzi*
otomí,Hidalgo,Pacula,el fraile,,,,,,El Fraile
otomí,Hidalgo,San Bartolo Tutotepec,el fresno,,,,,,El Fresno
otomí,Hidalgo,San Bartolo Tutotepec,el fresno,,,,,,El Fresno
otomí,Hidalgo,San Salvador,el fresno,,,,,,El Fresno
otomí,Hidalgo,Chilcuautla,el gallinero,,,,,,El Gallinero*
otomí,Hidalgo,Huichapan,el gavillero de mintho,,,,,,El Gavillero de Mintho
otomí,Hidalgo,Tecozautla,el geiser,,,,,,El Géiser
otomí,Hidalgo,San Salvador,el gomez,,,,,,El Gómez
otomí,Hidalgo,Ajacuba,el gorrion,,,,,,El Gorrión
otomí,Hidalgo,Tenango de Doria,el gosco,,,,,,El Gosco
otomí,Hidalgo,San Bartolo Tutotepec,el grillo,,,,,,El Grillo*
otomí,Hidalgo,San Bartolo Tutotepec,el grillo,,,,,,El Grillo*
otomí,México,Huixquilucan,el guarda (puerto el guarda),,,,,,El Guarda (Puerto el Guarda)
otomí,Veracruz De Ignacio De La Llave,Álamo Temapache,el guayabo,,,,,,El Guayabo
otomí,Hidalgo,Cardonal,el gumbo,,,,,,El Gumbo
otomí,México,Huixquilucan,el hielo,,,,,,El Hielo
otomí,México,Huixquilucan,el hielo,,,,,,El Hielo*
otomí,México,Huixquilucan,el hielo,,,,,,El Hielo*
otomí,Hidalgo,San Bartolo Tutotepec,el hongo,,,,,,El Hongo
otomí,Hidalgo,San Bartolo Tutotepec,el hongo,,,,,,El Hongo*
otomí,Michoacán De Ocampo,Zitácuaro,el hortelano (puerto de santa maria),,,,,,El Hortelano (Puerto de Santa María)
otomí,Hidalgo,Ixmiquilpan,el huacri,,,,,,El Huacri
otomí,Hidalgo,Chapulhuacán,el hualul,,,,,,El Hualul
otomí,Hidalgo,Actopan,el huaxtho,,,,,,El Huaxtho
otomí,Guanajuato,Cortazar,el huevo,,,,,,El Huevo*
otomí,Hidalgo,Tecozautla,el huizachal (el sombrerete),,,,,,El Huizachal (El Sombrerete)
otomí,Guanajuato,Cortazar,el huizache,,,,,,El Huizache
otomí,Querétaro Arteaga,Cadereyta de Montes,el huizache,,,,,,El Huizache
otomí,Hidalgo,Chapulhuacán,el huizache,,,,,,El Huizache*
otomí,Hidalgo,Cardonal,el huizachito,,,,,,El Huizachito
otomí,Querétaro Arteaga,Tolimán,el jabali,,,,,,El Jabalí
otomí,Veracruz De Ignacio De La Llave,Texcatepec,el jabali,,,,,,El Jabalí
otomí,Querétaro Arteaga,Amealco de Bonfil,el jaral (santiago mexquititlan barrio 6o),,,,,,El Jaral (Santiago Mexquititlán Barrio 6o.)
otomí,México,Jiquipilco,el jaral (tierra monton),,,,,,El Jaral (Tierra Montón)
otomí,Hidalgo,Progreso de Obregón,el jardin,,,,,,El Jardín
otomí,Hidalgo,San Bartolo Tutotepec,el jicote,,,,,,El Jicote
otomí,Hidalgo,San Bartolo Tutotepec,el jicote,,,,,,El Jicote
otomí,Puebla,Francisco Z. Mena,el jobo,,,,,,El Jobo
otomí,Hidalgo,San Bartolo Tutotepec,el jonotal,,,,,,El Jonotal*
otomí,Hidalgo,San Bartolo Tutotepec,el jonotal,,,,,,El Jonotal*
otomí,Hidalgo,San Bartolo Tutotepec,el jovion,,,,,,El Jovión
otomí,Hidalgo,San Bartolo Tutotepec,el jovion,,,,,,El Jovión
otomí,México,Huixquilucan,el laurel,,,,,,El Laurel
otomí,Veracruz De Ignacio De La Llave,Ixhuatlán de Madero,el limon,,,,,,El Limón
otomí,Puebla,Pantepec,el limonar,,,,,,El Limonar
otomí,Guanajuato,San Miguel de Allende,el lindero,,,,,,El Lindero
otomí,Hidalgo,Huehuetla,el lindero,,,,,,El Lindero
otomí,Querétaro Arteaga,Amealco de Bonfil,el lindero,,,,,,El Lindero
otomí,Veracruz De Ignacio De La Llave,Texcatepec,el lindero,,,,,,El Lindero
otomí,Hidalgo,San Bartolo Tutotepec,el lindero chico,,,,,,El Lindero Chico
otomí,Hidalgo,San Bartolo Tutotepec,el lindero chico,,,,,,El Lindero Chico
otomí,Hidalgo,San Bartolo Tutotepec,el lindero de san jeronimo,,,,,,El Lindero de San Jerónimo
otomí,Hidalgo,San Bartolo Tutotepec,el lindero de san jeronimo,,,,,,El Lindero de San Jerónimo
otomí,Hidalgo,San Bartolo Tutotepec,el lindero de san mateo,,,,,,El Lindero de San Mateo
otomí,Hidalgo,San Bartolo Tutotepec,el lindero de san mateo,,,,,,El Lindero de San Mateo
otomí,Veracruz De Ignacio De La Llave,Ixhuatlán de Madero,el lindero,,,,,,El Lindero*
otomí,Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,el llanito,,,,,,El Llanito
otomí,Hidalgo,Tasquillo,el llano,,,,,,El Llano
otomí,Hidalgo,Tula de Allende,el llano,,,,,,El Llano
otomí,Veracruz De Ignacio De La Llave,Texcatepec,el llano,,,,,,El Llano
otomí,Hidalgo,Mixquiahuala de Juárez,el llano,,,,,,El Llano*
otomí,Hidalgo,Tenango de Doria,el madho,,,,,,El Madhó
otomí,Querétaro Arteaga,Tolimán,el madroño,,,,,,El Madroño
otomí,Hidalgo,San Bartolo Tutotepec,el mahuaquite,,,,,,El Mahuaquite
otomí,Hidalgo,San Bartolo Tutotepec,el mahuaquite,,,,,,El Mahuaquite
otomí,Hidalgo,Tenango de Doria,el mamay,,,,,,El Mamay
otomí,Hidalgo,Metztitlán,el mamtha,,,,,,El Mamtha
otomí,Hidalgo,Ixmiquilpan,el manantial,,,,,,El Manantial
otomí,Puebla,Zihuateutla,el manantial,,,,,,El Manantial*
otomí,Hidalgo,Cardonal,el manchado,,,,,,El Manchado
otomí,Hidalgo,Ixmiquilpan,el mandho,,,,,,El Mandho
otomí,Puebla,Pantepec,el mangal,,,,,,El Mangal
otomí,México,Lerma,el manzano,,,,,,El Manzano*
otomí,Hidalgo,San Bartolo Tutotepec,el mavodo,,,,,,El Mavodo
otomí,Hidalgo,San Bartolo Tutotepec,el mavodo,,,,,,El Mavodo
otomí,Hidalgo,Ixmiquilpan,el maye,,,,,,El Maye*
otomí,Hidalgo,Chilcuautla,el mejay,,,,,,El Mejay
otomí,Hidalgo,Ixmiquilpan,el meje,,,,,,El Meje
otomí,Hidalgo,Metztitlán,el meje,,,,,,El Meje
otomí,Querétaro Arteaga,Cadereyta de Montes,el membrillo,,,,,,El Membrillo
otomí,Hidalgo,Francisco I. Madero,el mendoza,,,,,,El Mendoza
otomí,Hidalgo,San Salvador,el mezquital,,,,,,El Mezquital
otomí,Hidalgo,Santiago Anaya,el mezquital,,,,,,El Mezquital
otomí,Hidalgo,Zimapan,el mezquite segundo,,,,,,El Mezquite Segundo
otomí,Querétaro Arteaga,San Juan del Río,el mirador,,,,,,El Mirador
otomí,Veracruz De Ignacio De La Llave,Coatzintla,el mirador,,,,,,El Mirador
otomí,Veracruz De Ignacio De La Llave,Ixhuatlán de Madero,el mirador,,,,,,El Mirador
otomí,Veracruz De Ignacio De La Llave,Zontecomatlán de López y Fuentes,el mirador,,,,,,El Mirador
otomí,Hidalgo,Ixmiquilpan,el mirador capula,,,,,,El Mirador Capula
otomí,Veracruz De Ignacio De La Llave,Tlachichilco,el mirador de la llave,,,,,,El Mirador de la Llave
otomí,México,Huixquilucan,el mirasol,,,,,,El Mirasol
otomí,México,Tianguistenco,el mirasol,,,,,,El Mirasol
otomí,Veracruz De Ignacio De La Llave,Texcatepec,el mirral,,,,,,El Mirral
otomí,México,Aculco,el mogote,,,,,,El Mogote
otomí,Hidalgo,Cardonal,el molino,,,,,,El Molino
otomí,Hidalgo,Nicolás Flores,el molino,,,,,,El Molino
otomí,Hidalgo,Nicolás Flores,el molino,,,,,,El Molino
otomí,Querétaro Arteaga,Tolimán,el molino,,,,,,El Molino
otomí,Hidalgo,Progreso de Obregón,el moreno (san miguel moreno),,,,,,El Moreno (San Miguel Moreno)
otomí,Veracruz De Ignacio De La Llave,Tihuatlán,el morgadal,,,,,,El Morgadal
otomí,Hidalgo,Cardonal,el moro,,,,,,El Moro
otomí,Hidalgo,San Salvador,el mothe,,,,,,El Mothe
otomí,Hidalgo,San Bartolo Tutotepec,el motho,,,,,,El Mothó*
otomí,Hidalgo,San Bartolo Tutotepec,el motho,,,,,,El Mothó*
otomí,Hidalgo,Zimapan,el muhi,,,,,,El Muhí
otomí,Hidalgo,San Bartolo Tutotepec,el mundho,,,,,,El Mundhó
otomí,Hidalgo,San Bartolo Tutotepec,el mundho,,,,,,El Mundhó
otomí,Puebla,Tlacuilotepec,el muñeco (cristo rey),,,,,,El Muñeco (Cristo Rey)
otomí,Hidalgo,Ixmiquilpan,el nandho,,,,,,El Nandho
otomí,Hidalgo,San Bartolo Tutotepec,el nandho,,,,,,El Nándho
otomí,Hidalgo,San Bartolo Tutotepec,el nandho,,,,,,El Nándho
otomí,Hidalgo,San Bartolo Tutotepec,el nanjo,,,,,,El Nanjo
otomí,Hidalgo,San Bartolo Tutotepec,el nanjo,,,,,,El Nanjo
otomí,Hidalgo,Tenango de Doria,el nanthe,,,,,,El Nanthe
otomí,Hidalgo,San Bartolo Tutotepec,el naranjal,,,,,,El Naranjal
otomí,Hidalgo,San Bartolo Tutotepec,el naranjal,,,,,,El Naranjal
otomí,Hidalgo,Tepehuacán de Guerrero,el naranjal,,,,,,El Naranjal
otomí,Puebla,Jalpan,el naranjal,,,,,,El Naranjal
otomí,Veracruz De Ignacio De La Llave,Castillo de Teayo,el naranjal,,,,,,El Naranjal
otomí,Veracruz De Ignacio De La Llave,Texcatepec,el naranjal,,,,,,El Naranjal
otomí,Veracruz De Ignacio De La Llave,Tlachichilco,el naranjal,,,,,,El Naranjal
otomí,Hidalgo,San Bartolo Tutotepec,el nenjo,,,,,,El Nenjo
otomí,Hidalgo,San Bartolo Tutotepec,el nenjo,,,,,,El Nenjo
otomí,Hidalgo,Ixmiquilpan,el nith,,,,,,El Nith
otomí,Hidalgo,Ixmiquilpan,el nogal,,,,,,El Nogal
otomí,Hidalgo,Santiago Anaya,el nopalillo,,,,,,El Nopalillo
otomí,Veracruz De Ignacio De La Llave,Coatzintla,el nueve,,,,,,El Nueve*
otomí,Veracruz De Ignacio De La Llave,Castillo de Teayo,el nuevo naranjal (las carmelitas),,,,,,El Nuevo Naranjal (Las Carmelitas)
otomí,Hidalgo,Huehuetla,el ñanjuay (agua fria),,,,,,El Ñanjuay (Agua Fría)
otomí,México,San Felipe del Progreso,el obraje,,,,,,El Obraje
otomí,Hidalgo,Huehuetla,el ocotal,,,,,,El Ocotal
otomí,México,Villa del Carbón,el ocotal,,,,,,El Ocotal
otomí,Hidalgo,Chapulhuacán,el ocote,,,,,,El Ocote
otomí,Puebla,Francisco Z. Mena,el ojital,,,,,,El Ojital
otomí,Veracruz De Ignacio De La Llave,Castillo de Teayo,el ojital,,,,,,El Ojital
otomí,Puebla,Pantepec,el ojite,,,,,,El Ojite
otomí,Puebla,Venustiano Carranza,el ojite,,,,,,El Ojite
otomí,Veracruz De Ignacio De La Llave,Ixhuatlán de Madero,el ojite (progreso),,,,,,El Ojite (Progreso)
otomí,Hidalgo,Ixmiquilpan,el olivo,,,,,,El Olivo
otomí,Hidalgo,San Salvador,el olvera,,,,,,El Olvera
otomí,Hidalgo,San Bartolo Tutotepec,el oratorio,,,,,,El Oratorio
otomí,Hidalgo,San Bartolo Tutotepec,el oratorio,,,,,,El Oratorio
otomí,Hidalgo,Zimapan,el organal,,,,,,El Organal
otomí,Querétaro Arteaga,San Juan del Río,el organal,,,,,,El Organal
otomí,Veracruz De Ignacio De La Llave,Tihuatlán,el oriente,,,,,,El Oriente
otomí,Puebla,Pantepec,el pacifico,,,,,,El Pacífico
otomí,Hidalgo,Chilcuautla,el padhe,,,,,,El Padhe
otomí,Hidalgo,Huehuetla,el padhi,,,,,,El Padhí
otomí,Hidalgo,Cardonal,el pajaro,,,,,,El Pájaro
otomí,México,Huixquilucan,el palacio,,,,,,El Palacio
otomí,Hidalgo,Metztitlán,el palmar,,,,,,El Palmar
otomí,Hidalgo,Santiago Anaya,el palmar,,,,,,El Palmar
otomí,Hidalgo,Tecozautla,el palmar,,,,,,El Palmar
otomí,Hidalgo,Zimapan,el palmar,,,,,,El Palmar
otomí,Querétaro Arteaga,Cadereyta de Montes,el palmar (santa maria del palmar),,,,,,El Palmar (Santa María del Palmar)
otomí,México,Timilpan,el palmito (san jose el palmito),,,,,,El Palmito (San José el Palmito)
otomí,México,Villa del Carbón,el palomar,,,,,,El Palomar
otomí,Hidalgo,Actopan,el palomo,,,,,,El Palomo
otomí,Hidalgo,Huehuetla,el palote,,,,,,El Palote
otomí,Veracruz De Ignacio De La Llave,Texcatepec,el papatlar,,,,,,El Papatlar
otomí,Hidalgo,Huehuetla,el paraiso,,,,,,El Paraíso
otomí,Hidalgo,San Bartolo Tutotepec,el paraiso tierra fuerte,,,,,,El Paraíso Tierra Fuerte
otomí,Hidalgo,San Bartolo Tutotepec,el paraiso tierra fuerte,,,,,,El Paraíso Tierra Fuerte
otomí,Veracruz De Ignacio De La Llave,Zontecomatlán de López y Fuentes,el partidero,,,,,,El Partidero
otomí,Hidalgo,Tecozautla,el paso,,,,,,El Paso
otomí,Veracruz De Ignacio De La Llave,Coyutla,el paso de coyutla,,,,,,El Paso de Coyutla
otomí,Hidalgo,Huichapan,el pedregal,,,,,,El Pedregal
otomí,Hidalgo,San Bartolo Tutotepec,el pedregal,,,,,,El Pedregal
otomí,Hidalgo,San Bartolo Tutotepec,el pedregal,,,,,,El Pedregal
otomí,México,Amanalco de Becerra,el pedregal,,,,,,El Pedregal
otomí,Querétaro Arteaga,Tolimán,el pedregal,,,,,,El Pedregal
otomí,México,Ocoyoacac,el pedregal de guadalupe hidalgo,,,,,,El Pedregal de Guadalupe Hidalgo
otomí,México,Acambay de Ruíz Castañeda,el pedregal tixmadeje,,,,,,El Pedregal Tixmadeje
otomí,Hidalgo,Alfajayucan,el peñon,,,,,,El Peñón
otomí,Hidalgo,Huasca de Ocampo,el peral,,,,,,El Peral
otomí,Veracruz De Ignacio De La Llave,Texcatepec,el pericon,,,,,,El Pericón
otomí,Guanajuato,Tierra Blanca,el picacho,,,,,,El Picacho
otomí,Querétaro Arteaga,Amealco de Bonfil,el picacho,,,,,,El Picacho
otomí,Puebla,Pantepec,el pimental (ojo de agua),,,,,,El Pimental (Ojo de Agua)
otomí,Querétaro Arteaga,Amealco de Bonfil,el pino,,,,,,El Pino
otomí,Hidalgo,San Bartolo Tutotepec,el piñal,,,,,,El Piñal
otomí,Hidalgo,San Bartolo Tutotepec,el piñal,,,,,,El Piñal
otomí,Hidalgo,Metztitlán,el piru tepozotlan (el piru),,,,,,El Pirú Tepozotlán (El Pirú)
otomí,Veracruz De Ignacio De La Llave,Texcatepec,el plan,,,,,,El Plan
otomí,Hidalgo,Huehuetla,el plan del recreo,,,,,,El Plan del Recreo
otomí,Puebla,Jalpan,el pochote,,,,,,El Pochote
otomí,Querétaro Arteaga,Colón,el poleo,,,,,,El Poleo
otomí,Hidalgo,San Bartolo Tutotepec,el popotillo chico,,,,,,El Popotillo Chico
otomí,Hidalgo,San Bartolo Tutotepec,el popotillo chico,,,,,,El Popotillo Chico
otomí,Hidalgo,San Bartolo Tutotepec,el popotillo grande,,,,,,El Popotillo Grande
otomí,Hidalgo,San Bartolo Tutotepec,el popotillo grande,,,,,,El Popotillo Grande
otomí,Hidalgo,San Bartolo Tutotepec,el popotillo,,,,,,El Popotillo*
otomí,Hidalgo,Francisco I. Madero,el porvenir,,,,,,El Porvenir
otomí,Hidalgo,Santiago Anaya,el porvenir,,,,,,El Porvenir
otomí,Hidalgo,Chapulhuacán,el porvenir (colonia solidaridad),,,,,,El Porvenir (Colonia Solidaridad)
otomí,Hidalgo,Tasquillo,el porvenir del epazote,,,,,,El Porvenir del Epazote*
otomí,Puebla,Xicotepec,el porvenir ejido,,,,,,El Porvenir Ejido
otomí,Hidalgo,Cardonal,el potrero,,,,,,El Potrero
otomí,Hidalgo,Francisco I. Madero,el potrero,,,,,,El Potrero
otomí,Puebla,Pantepec,el pozo,,,,,,El Pozo
otomí,Veracruz De Ignacio De La Llave,Texcatepec,el pozo del tigre,,,,,,El Pozo del Tigre*
otomí,Querétaro Arteaga,El Marqués,el pozo,,,,,,El Pozo*
otomí,Hidalgo,San Bartolo Tutotepec,el progreso,,,,,,El Progreso
otomí,Hidalgo,San Bartolo Tutotepec,el progreso,,,,,,El Progreso
otomí,Puebla,Jalpan,el progreso,,,,,,El Progreso
otomí,Veracruz De Ignacio De La Llave,Zontecomatlán de López y Fuentes,el progreso,,,,,,El Progreso
otomí,Querétaro Arteaga,Amealco de Bonfil,el pueblito (san miguel tlaxcaltepec),,,,,,El Pueblito (San Miguel Tlaxcaltepec)
otomí,Querétaro Arteaga,Tolimán,el pueblito,,,,,,El Pueblito*
otomí,Querétaro Arteaga,Tolimán,el puertecito (zapote de los uribe),,,,,,El Puertecito (Zapote de los Uribe)
otomí,Hidalgo,Santiago Anaya,el puerto,,,,,,El Puerto
otomí,México,Chapa de Mota,el puerto,,,,,,El Puerto
otomí,México,Naucalpan de Juárez,el puerto,,,,,,El Puerto
otomí,Veracruz De Ignacio De La Llave,Texcatepec,el puerto,,,,,,El Puerto
otomí,Hidalgo,Ixmiquilpan,el puerto de bangandho,,,,,,El Puerto de Bangandhó
otomí,Hidalgo,Tasquillo,el puerto de la palma,,,,,,El Puerto de la Palma*
otomí,Hidalgo,Pacula,el puerto de llano largo,,,,,,El Puerto de Llano Largo*
otomí,Hidalgo,San Salvador,el puerto lazaro cardenas,,,,,,El Puerto Lázaro Cárdenas
otomí,Hidalgo,Cardonal,el puerto,,,,,,El Puerto*
otomí,México,Chapa de Mota,el quinte,,,,,,El Quinte
otomí,Querétaro Arteaga,Cadereyta de Montes,el ranchito,,,,,,El Ranchito
otomí,Hidalgo,Jacala de Ledezma,el refugio,,,,,,El Refugio
otomí,Puebla,Xicotepec,el refugio (los tamarindos),,,,,,El Refugio (Los Tamarindos)
otomí,México,Morelos,el reino,,,,,,El Reino
otomí,Hidalgo,Tepetitlán,el retiro,,,,,,El Retiro
otomí,Puebla,Jalpan,el retiro,,,,,,El Retiro
otomí,Hidalgo,Tecozautla,el riito,,,,,,El Riíto
otomí,Hidalgo,San Bartolo Tutotepec,el rincon,,,,,,El Rincón
otomí,Hidalgo,San Bartolo Tutotepec,el rincon,,,,,,El Rincón
otomí,Hidalgo,Zimapan,el rincon,,,,,,El Rincón
otomí,México,Aculco,el rincon,,,,,,El Rincón
otomí,Puebla,Tlacuilotepec,el rincon,,,,,,El Rincón
otomí,Querétaro Arteaga,Amealco de Bonfil,el rincon,,,,,,El Rincón
otomí,Querétaro Arteaga,Amealco de Bonfil,el rincon de agua buena (san miguel tlaxcaltepec),,,,,,El Rincón de Agua Buena (San Miguel Tlaxcaltepec)
otomí,México,Atlacomulco,el rincon de la candelaria,,,,,,El Rincón de la Candelaria
otomí,Hidalgo,San Bartolo Tutotepec,el rincon de la mesa,,,,,,El Rincón de la Mesa*
otomí,México,Temascalcingo,el rincon de las amapolas,,,,,,El Rincón de las Amapolas*
otomí,Michoacán De Ocampo,Zitácuaro,el rincon de san felipe (tercera manzana san felipe),,,,,,El Rincón de San Felipe (Tercera Manzana San Felipe)
otomí,Querétaro Arteaga,Amealco de Bonfil,el rincon de san ildefonso,,,,,,El Rincón de San Ildefonso
otomí,Puebla,Tlaxco,el rincon,,,,,,El Rincón*
otomí,Querétaro Arteaga,Tolimán,el rincon,,,,,,El Rincón*
otomí,Querétaro Arteaga,Amealco de Bonfil,el rio (santiago mexquititlan barrio 6o),,,,,,El Río (Santiago Mexquititlán Barrio 6o.)
otomí,Hidalgo,Tlahuiltepa,el roble,,,,,,El Roble
otomí,Hidalgo,Zimapan,el rodeo,,,,,,El Rodeo
otomí,Querétaro Arteaga,San Juan del Río,el rodeo,,,,,,El Rodeo*
otomí,Puebla,Venustiano Carranza,el roque (coyula),,,,,,El Roque (Coyula)*
otomí,Hidalgo,Francisco I. Madero,el rosario,,,,,,El Rosario
otomí,Querétaro Arteaga,San Juan del Río,el rosario,,,,,,El Rosario
otomí,Hidalgo,Ixmiquilpan,el rosario capula,,,,,,El Rosario Capula
otomí,Querétaro Arteaga,El Marqués,el rosario,,,,,,El Rosario*
otomí,Hidalgo,Metepec,el sabino,,,,,,El Sabino
otomí,Hidalgo,Zimapan,el sabino,,,,,,El Sabino
otomí,Querétaro Arteaga,Tolimán,el sabino (la guayaba),,,,,,El Sabino (La Guayaba)
otomí,Hidalgo,Zimapan,el salitre,,,,,,El Salitre
